DNA (ug/uL),T7 RNAP (U/uL),Rate (mAu*s/uM),Uncertainty (mAu*s/uM)
0.029016,36.7,29.489861535431825,0.8706459019642694
0.035236,32.4,32.75703866240718,5.495452927853964
0.037625,31.0,27.022990175228006,0.8575388421615897
0.037625,13.0,20.598804866083153,0.5744026026630555
0.056209879,18.5,30.054812272602447,3.8854536161512327
0.06402,12.0,26.21722555408113,1.9129707198362185
