DNA (ug/uL),T7 RNAP (U/uL),Rate (mAu*s/uM),Uncertainty (mAu*s/uM)
0.035236,32.4,50.92401096162652,2.5622226528813847
0.037625,31.0,47.920476419850274,4.070785829204318
0.037625,13.0,32.27219817345403,1.686310153783529
0.056209879,18.5,48.49399753311736,4.979274465240983
