DNA (ug/uL),T7 RNAP (U/uL),Rate (mAu*s/uM),Uncertainty (mAu*s/uM), Cl (mM)
0.024157,12.0,16.167617032957725,2.235996852416269,0  
0.024157,12.0,0.8767434519604116,0.18401195370720128,100  
0.024157,12.0,4.790237980799574,1.1184063557298383,50   
0.31059,12.0,40.7208910357931,3.7709620381879017,0
0.31059,12.0,7.943572155287768,1.5725879979355664,100
0.31059,12.0,26.22825522919345,3.3772370430386642,50
0.31059,12.0,1.9835874852383977,0.5005513725211028,150
