DNA (ug/uL),T7 RNAP (U/uL),Rate (mAu*s/uM),Uncertainty (mAu*s/uM)
0.037625,31.0,30.724606567881946,0.97500474120612
0.037625,13.0,23.42043464422861,0.6530844228713019
