DNA (ug/uL),T7 RNAP (U/uL),Rate (mAu*s/uM),Uncertainty (mAu*s/uM)
0.035236,32.4,39.2522895104674,6.585127641249693
0.037625,31.0,30.724606567881935,0.9750047412061235
0.037625,13.0,23.420434644228617,0.6530844228713093
0.056209879,18.5,36.01424760496872,4.655895197300659
