DNA (ug/uL),T7 RNAP (U/uL),Rate (mAu*s/uM),Uncertainty (mAu*s/uM)
0.0351,42.6,24.274694187618977,8.570265429593142
0.131,6.0,19.422097902110963,1.281131425988782
