DNA (ug/uL),T7 RNAP (U/uL),Rate (mAu*s/uM),Uncertainty (mAu*s/uM)
563.0,50.5,21.37615286495614,1.3206793369030423
1293.0,43.0,36.7875393377352,2.599902176503407
