DNA (ug/uL),T7 RNAP (U/uL),Rate (mAu*s/uM),Uncertainty (mAu*s/uM)
0.0351,42.6,47.1348503648037,2.7033490983477124
0.131,6.0,20.80562345159444,0.8500489580695703
