DNA (ug/uL),T7 RNAP (U/uL),Rate (mAu*s/uM),Uncertainty (mAu*s/uM)
0.0351,42.6,47.1390742351392,7.682384475936376
0.131,6.0,36.77275362924767,12.124197489494495
