DNA (ug/uL),T7 RNAP (U/uL),Rate (mAu*s/uM),Uncertainty (mAu*s/uM)
0.0351,42.6,26.705406536685175,2.9021664009274013
0.131,6.0,32.12811755480847,8.27764738619266
